Date,Site_ID,Error,Combined_DateTime,2368-1,2368-10,2368-11,2368-12,2368-13,2368-14,2368-15,2368-16,2368-17,2368-18,2368-19,2368-2,2368-20,2368-21,2368-22,2368-23,2368-24,2368-3,2368-4,2368-5,2368-6,2368-7,2368-8,2368-9
8/03/2023,2368,False,2023-08-03 12:10:00,29,16,36,45,7,12,16,28,29,0,2,12,0,0,15,0,2,28,46,2047,11,28,32,26
8/03/2023,2368,False,2023-08-03 12:15:00,16,14,31,27,9,7,15,24,24,0,1,15,0,0,30,2,2,37,38,2047,16,41,21,23
8/03/2023,2368,False,2023-08-03 12:20:00,25,16,27,38,8,10,14,26,31,1,0,8,1,0,12,1,0,29,38,2047,13,22,27,11
8/03/2023,2368,False,2023-08-03 12:25:00,35,11,29,27,10,12,14,19,15,0,0,16,0,0,42,0,3,27,48,2047,14,68,45,13
8/03/2023,2368,False,2023-08-03 12:30:00,29,12,26,38,8,7,20,27,24,3,1,10,0,0,47,0,6,31,38,2047,16,62,41,22
8/03/2023,2368,False,2023-08-03 12:35:00,39,23,37,50,3,7,9,32,24,1,1,9,1,0,43,8,1,24,41,2047,10,41,46,21
8/03/2023,2368,False,2023-08-03 12:40:00,32,17,26,48,8,8,16,23,25,8,0,10,1,0,25,0,0,28,41,2047,22,43,43,17
8/03/2023,2368,False,2023-08-03 12:45:00,14,15,29,46,11,10,17,24,23,4,3,17,5,0,51,0,0,26,34,2047,14,62,35,22
8/03/2023,2368,False,2023-08-03 12:50:00,41,16,32,49,7,11,18,26,28,9,0,13,3,0,31,1,1,35,39,2047,18,44,52,22
8/03/2023,2368,False,2023-08-03 12:55:00,40,17,35,49,11,26,16,25,24,0,7,10,1,0,46,3,2,31,43,2047,18,54,45,20
8/03/2023,2368,False,2023-08-03 13:00:00,31,19,23,60,9,34,12,26,27,12,2,11,0,0,32,0,0,24,47,2047,13,44,27,11
8/03/2023,2368,False,2023-08-03 13:05:00,22,15,39,61,9,41,17,25,19,12,6,7,1,0,58,1,0,20,40,2047,17,61,60,18
8/03/2023,2368,False,2023-08-03 13:10:00,23,10,34,37,7,6,11,18,24,0,3,8,0,0,33,1,0,30,42,2047,15,44,37,34
8/03/2023,2368,False,2023-08-03 13:15:00,58,12,38,30,5,9,18,19,17,3,0,8,1,0,59,1,1,26,35,2047,17,66,44,26
8/03/2023,2368,False,2023-08-03 13:20:00,23,21,34,37,11,8,18,19,17,2,0,20,1,0,33,2,3,21,39,2047,19,45,32,14
8/03/2023,2368,False,2023-08-03 13:25:00,91,17,37,65,6,12,18,23,22,11,3,15,1,0,30,3,5,27,49,2047,12,34,40,15
8/03/2023,2368,False,2023-08-03 13:30:00,34,19,30,53,4,13,18,28,21,6,6,10,0,0,49,1,0,13,40,2047,14,60,32,19
8/03/2023,2368,False,2023-08-03 13:35:00,37,5,28,52,10,11,21,32,26,7,10,15,2,0,43,1,1,39,41,2047,23,63,36,17
8/03/2023,2368,False,2023-08-03 13:40:00,33,21,23,66,12,26,13,19,17,5,1,13,1,0,47,1,1,37,37,2047,16,69,46,11
8/03/2023,2368,False,2023-08-03 13:45:00,58,13,37,44,11,32,24,35,31,8,0,10,1,0,41,3,1,21,40,2047,14,46,32,40
8/03/2023,2368,False,2023-08-03 13:50:00,43,16,33,39,11,32,14,24,19,0,1,7,1,0,82,0,6,27,38,2047,16,56,53,111
8/03/2023,2368,False,2023-08-03 13:55:00,19,20,41,55,10,32,23,27,24,2,3,14,1,0,78,3,0,33,47,2047,17,49,36,101
8/03/2023,2368,False,2023-08-03 14:00:00,49,14,55,52,17,28,27,29,24,19,5,13,2,0,78,3,1,22,47,2047,14,44,46,95
8/03/2023,2368,False,2023-08-03 14:05:00,32,20,37,33,12,15,19,35,32,10,2,11,2,0,28,5,1,20,41,2047,16,41,38,26
8/03/2023,2368,False,2023-08-03 14:10:00,23,12,35,32,13,12,20,26,24,0,4,12,1,0,43,2,2,24,40,2047,14,49,64,22
8/03/2023,2368,False,2023-08-03 14:15:00,29,19,38,40,9,10,29,32,30,5,6,16,2,0,52,1,2,36,55,2047,17,85,30,18
8/03/2023,2368,False,2023-08-03 14:20:00,57,23,38,48,10,4,24,27,22,1,1,14,4,0,41,1,2,37,53,2047,13,28,63,26
8/03/2023,2368,False,2023-08-03 14:25:00,54,13,38,37,7,14,31,46,31,3,2,14,0,0,33,2,3,22,46,2047,29,37,36,39
8/03/2023,2368,False,2023-08-03 14:30:00,50,18,41,47,17,16,33,32,30,1,1,17,2,0,65,0,0,40,46,2047,14,74,44,22
8/03/2023,2368,False,2023-08-03 14:35:00,42,28,33,35,3,23,22,41,20,2,1,12,0,0,56,4,3,25,42,2047,29,67,66,17
8/03/2023,2368,False,2023-08-03 14:40:00,21,20,43,67,14,34,25,36,33,3,5,9,0,0,23,2,1,31,52,2047,24,39,22,19
8/03/2023,2368,False,2023-08-03 14:45:00,31,20,30,41,11,49,41,43,35,1,5,13,1,0,26,4,4,19,39,2047,29,48,34,23
8/03/2023,2368,False,2023-08-03 14:50:00,84,17,35,60,10,14,37,39,36,4,6,14,1,0,29,0,0,43,56,2047,30,28,49,22
8/03/2023,2368,False,2023-08-03 14:55:00,54,22,30,41,11,8,28,36,32,0,0,13,0,0,55,1,11,25,30,2047,21,93,50,13
8/03/2023,2368,False,2023-08-03 15:00:00,103,12,46,58,10,8,35,44,28,1,1,1,0,0,20,0,3,34,54,2047,12,45,15,18
8/03/2023,2368,False,2023-08-03 15:05:00,28,13,36,46,7,9,37,46,36,7,2,8,2,0,10,6,0,20,30,2047,16,30,27,9
8/03/2023,2368,False,2023-08-03 15:10:00,70,21,49,55,7,10,19,29,33,3,3,12,1,0,3,3,5,34,56,2047,23,16,26,17
8/03/2023,2368,False,2023-08-03 15:15:00,75,17,31,36,8,14,26,33,31,4,0,15,0,0,5,1,5,14,36,2047,28,24,34,28
8/03/2023,2368,False,2023-08-03 15:20:00,76,18,45,57,12,7,28,37,37,2,3,16,1,0,8,2,5,38,68,2047,24,27,19,21
8/03/2023,2368,False,2023-08-03 15:25:00,16,21,31,36,8,10,33,48,40,0,1,7,0,0,41,1,2,33,43,2047,35,38,57,28
8/03/2023,2368,False,2023-08-03 15:30:00,0,21,46,57,8,52,28,38,41,2,6,6,1,0,44,1,0,37,66,2047,12,35,47,17
8/03/2023,2368,False,2023-08-03 15:35:00,49,19,32,35,16,49,38,38,37,0,5,6,0,0,45,5,4,29,41,2047,29,48,52,42
8/03/2023,2368,False,2023-08-03 15:40:00,51,20,45,52,8,25,28,40,39,2,10,11,1,0,63,0,1,25,64,2047,20,52,42,41
8/03/2023,2368,False,2023-08-03 15:45:00,70,17,39,34,9,35,29,30,23,1,4,12,2,0,31,0,3,30,54,2047,29,45,32,24
8/03/2023,2368,False,2023-08-03 15:50:00,50,17,43,40,6,49,42,43,40,3,9,10,0,0,24,0,2,23,56,2047,20,30,28,44
8/03/2023,2368,False,2023-08-03 15:55:00,30,21,43,57,9,25,24,36,27,2,0,8,1,0,26,3,5,33,51,2047,21,34,34,19
8/03/2023,2368,False,2023-08-03 16:00:00,26,28,30,41,7,17,44,44,45,0,2,15,1,0,20,2,0,16,42,2047,24,51,22,13
8/03/2023,2368,False,2023-08-03 16:05:00,30,16,50,60,7,14,35,44,37,1,12,4,1,0,55,1,1,35,65,2047,25,73,27,14
8/03/2023,2368,False,2023-08-03 16:10:00,17,20,32,37,8,8,30,45,35,1,1,13,0,0,55,0,1,31,51,2047,18,96,20,26
8/03/2023,2368,False,2023-08-03 16:15:00,46,12,46,58,11,15,29,43,37,0,4,10,1,0,22,1,2,31,52,2047,19,38,15,16
8/03/2023,2368,False,2023-08-03 16:20:00,48,21,37,45,10,11,33,34,32,4,2,9,0,0,15,0,2,21,40,2047,33,34,22,25
8/03/2023,2368,False,2023-08-03 16:25:00,5,12,41,46,7,43,41,49,44,1,5,9,0,0,49,1,0,31,51,2047,19,65,29,11
8/03/2023,2368,False,2023-08-03 16:30:00,46,22,40,42,6,45,31,35,26,0,2,12,0,0,27,2,1,45,52,2047,17,55,27,18
8/03/2023,2368,False,2023-08-03 16:35:00,66,12,39,58,10,49,46,52,49,1,4,11,5,0,57,0,10,32,41,2047,20,47,67,22
8/03/2023,2368,False,2023-08-03 16:40:00,16,21,42,64,19,17,28,35,25,2,0,6,3,0,37,2,0,36,46,2047,21,40,33,18
8/03/2023,2368,False,2023-08-03 16:45:00,21,10,37,47,5,16,44,54,51,2,1,13,1,0,48,3,1,35,44,2047,21,71,20,36
8/03/2023,2368,False,2023-08-03 16:50:00,33,21,42,47,15,26,27,37,33,0,3,14,0,0,23,0,3,34,52,2047,30,48,30,38
8/03/2023,2368,False,2023-08-03 16:55:00,47,13,39,46,10,13,46,50,47,2,2,7,3,0,27,3,0,32,46,2047,29,27,51,18
8/03/2023,2368,False,2023-08-03 17:00:00,33,20,41,61,12,27,24,40,31,4,3,12,0,0,28,1,1,30,45,2047,24,19,39,28
8/03/2023,2368,False,2023-08-03 17:05:00,83,16,41,48,12,92,44,54,39,5,2,8,2,0,9,1,4,26,38,2047,12,23,31,27
8/03/2023,2368,False,2023-08-03 17:10:00,61,15,40,64,11,22,31,32,30,1,3,11,2,0,15,1,10,38,60,2047,20,21,30,26
8/03/2023,2368,False,2023-08-03 17:15:00,72,15,38,43,6,31,43,55,44,0,2,13,1,0,8,0,1,27,48,2047,36,34,31,21
8/03/2023,2368,False,2023-08-03 17:20:00,110,15,47,64,17,25,32,34,30,1,0,19,6,0,53,1,13,45,50,2047,39,39,64,42
8/03/2023,2368,False,2023-08-03 17:25:00,62,21,33,46,13,16,44,50,47,2,5,16,1,0,21,0,5,24,30,2047,23,30,29,34
8/03/2023,2368,False,2023-08-03 17:30:00,71,18,50,71,19,38,24,36,32,1,0,16,5,0,23,1,5,37,57,2047,37,23,52,13
8/03/2023,2368,False,2023-08-03 17:35:00,59,11,37,47,9,48,44,47,49,1,4,11,2,0,28,2,7,28,54,2047,43,24,47,30
8/03/2023,2368,False,2023-08-03 17:40:00,54,29,51,65,19,58,30,38,38,3,2,14,1,0,82,0,5,35,47,2047,23,64,59,15
8/03/2023,2368,False,2023-08-03 17:45:00,59,24,40,49,15,44,41,43,38,1,2,6,2,0,41,0,2,19,42,2047,23,49,42,11
8/03/2023,2368,False,2023-08-03 17:50:00,105,14,48,63,13,78,33,36,39,1,3,14,2,0,42,1,5,31,61,2047,34,45,39,17
8/03/2023,2368,False,2023-08-03 17:55:00,52,18,29,44,22,66,40,53,44,1,4,9,5,0,60,0,2,21,40,2047,17,47,73,17
8/03/2023,2368,False,2023-08-03 18:00:00,41,22,50,68,11,70,32,46,34,5,12,8,1,0,40,1,1,25,80,2047,24,35,24,38
8/03/2023,2368,False,2023-08-03 18:05:00,46,22,34,52,15,74,34,44,35,7,1,8,0,0,56,1,5,27,31,2047,23,85,35,28
8/03/2023,2368,False,2023-08-03 18:10:00,40,13,48,56,9,50,34,44,37,1,2,5,3,0,32,2,2,44,53,2047,19,19,23,38
8/03/2023,2368,False,2023-08-03 18:15:00,50,21,27,44,13,91,32,37,35,1,2,8,0,0,54,6,2,27,37,2047,22,67,39,30
8/03/2023,2368,False,2023-08-03 18:20:00,71,15,49,62,13,44,34,49,33,3,2,17,1,0,81,3,5,45,62,2047,19,96,26,41
8/03/2023,2368,False,2023-08-03 18:25:00,40,13,34,44,6,16,18,25,26,0,7,10,3,0,19,4,1,26,42,2047,50,36,30,32
8/03/2023,2368,False,2023-08-03 18:30:00,107,18,38,55,8,15,26,31,34,1,4,20,5,0,77,1,8,28,42,2047,32,102,39,15
8/03/2023,2368,True,2023-08-03 18:35:00,129,22,54,84,11,47,16,25,15,4,1,12,4,0,35,3,13,26,59,2047,21,47,36,26
8/03/2023,2368,False,2023-08-03 18:40:00,50,22,34,38,12,46,19,19,20,6,1,13,2,0,45,1,5,21,41,2047,38,51,75,24
8/03/2023,2368,False,2023-08-03 18:45:00,98,14,47,41,12,24,16,28,26,4,0,12,0,0,59,7,8,43,56,2047,33,56,81,38
8/03/2023,2368,False,2023-08-03 18:50:00,64,19,37,54,13,33,28,36,28,5,14,15,1,0,45,5,3,25,82,2047,32,69,24,18
8/03/2023,2368,False,2023-08-03 18:55:00,55,16,41,54,8,9,22,32,22,2,4,7,3,0,57,7,3,34,52,2047,33,65,44,38
8/03/2023,2368,False,2023-08-03 19:00:00,29,13,34,53,11,59,28,30,21,16,7,14,1,0,67,3,0,30,38,2047,26,78,61,38
8/03/2023,2368,False,2023-08-03 19:05:00,47,22,32,34,13,58,25,38,27,2,14,11,4,0,108,6,3,24,61,2047,24,54,65,106
8/03/2023,2368,False,2023-08-03 19:10:00,40,17,43,61,8,14,32,32,24,5,4,6,2,0,36,2,1,18,35,2047,31,45,36,23
8/03/2023,2368,False,2023-08-03 19:15:00,71,29,40,64,10,25,30,42,32,11,1,10,2,0,55,2,5,31,48,2047,28,37,57,38
8/03/2023,2368,False,2023-08-03 19:20:00,53,25,36,38,11,19,22,33,23,1,5,9,0,0,89,2,8,24,50,2047,18,118,41,42
8/03/2023,2368,False,2023-08-03 19:25:00,44,18,38,30,5,25,27,30,27,4,15,6,0,0,55,4,1,13,61,2047,17,53,38,24
8/03/2023,2368,False,2023-08-03 19:30:00,43,19,32,58,10,71,27,42,25,14,3,10,3,0,57,8,6,19,42,2047,34,55,31,33
8/03/2023,2368,False,2023-08-03 19:35:00,58,24,42,59,9,52,25,38,28,0,15,13,2,0,70,0,8,18,60,2047,26,99,32,29
8/03/2023,2368,False,2023-08-03 19:40:00,20,13,42,67,10,35,18,25,28,12,2,6,1,0,101,4,3,22,51,2047,16,68,100,26
8/03/2023,2368,False,2023-08-03 19:45:00,27,13,36,54,7,7,16,26,18,1,4,15,1,0,76,1,2,16,38,2047,24,131,30,14
8/03/2023,2368,False,2023-08-03 19:50:00,69,13,26,45,8,8,21,29,24,8,5,6,1,0,73,0,0,11,34,2047,34,75,37,34
8/03/2023,2368,False,2023-08-03 19:55:00,16,19,27,29,12,5,16,20,13,5,7,8,1,0,104,0,0,19,34,2047,51,79,57,72
8/03/2023,2368,False,2023-08-03 20:00:00,12,13,29,34,6,12,18,26,18,1,1,5,0,0,37,0,0,23,42,2047,15,41,23,14
8/03/2023,2368,False,2023-08-03 20:05:00,13,11,24,32,4,13,18,29,28,4,3,10,0,0,20,10,1,14,23,2047,10,30,20,21
8/03/2023,2368,False,2023-08-03 20:10:00,15,19,24,30,10,41,15,16,19,1,4,12,0,0,73,1,0,17,32,2047,16,125,34,12
8/03/2023,2368,False,2023-08-03 20:15:00,34,20,27,34,5,26,17,22,18,8,4,5,0,0,51,1,0,19,24,2047,16,75,23,12
8/03/2023,2368,False,2023-08-03 20:20:00,16,18,32,36,10,56,16,25,13,5,2,8,5,1,51,2,1,14,23,1,33,80,15,21
8/03/2023,2368,False,2023-08-03 20:25:00,16,28,29,33,9,24,20,19,18,2,1,6,1,0,18,3,0,22,34,0,12,34,20,21
8/03/2023,2368,False,2023-08-03 20:30:00,10,9,41,49,4,22,18,11,19,0,3,2,1,0,17,0,0,21,37,0,13,26,17,16
8/03/2023,2368,False,2023-08-03 20:35:00,14,12,25,27,8,12,21,31,26,3,3,7,1,0,13,1,0,12,30,0,9,19,21,14
8/03/2023,2368,False,2023-08-03 20:40:00,7,18,18,18,8,7,13,24,18,2,1,5,3,0,36,1,0,16,24,0,12,52,23,18
8/03/2023,2368,False,2023-08-03 20:45:00,17,23,24,24,12,5,20,32,13,5,1,5,3,1,56,2,0,29,29,1,10,77,18,8
8/03/2023,2368,False,2023-08-03 20:50:00,10,19,31,30,3,7,13,20,18,3,2,6,0,0,75,3,0,21,30,0,10,92,36,12
8/03/2023,2368,False,2023-08-03 20:55:00,9,21,29,26,10,10,16,24,14,0,4,9,3,0,36,0,2,12,15,0,39,66,11,16
8/03/2023,2368,False,2023-08-03 21:00:00,12,16,35,34,4,6,9,16,16,0,1,1,0,1,67,1,1,11,28,1,20,70,43,23
8/03/2023,2368,False,2023-08-03 21:05:00,7,14,32,27,2,9,17,25,14,2,2,3,0,0,49,2,0,12,33,2,13,55,22,20
8/03/2023,2368,False,2023-08-03 21:10:00,0,17,27,29,9,13,12,17,11,5,0,9,0,0,45,2,2,16,21,1,8,56,25,14
8/03/2023,2368,False,2023-08-03 21:15:00,11,7,34,37,5,10,9,22,16,4,1,3,0,0,36,1,0,17,29,0,11,40,21,9
8/03/2023,2368,False,2023-08-03 21:20:00,12,15,27,41,7,8,9,22,18,10,2,9,0,0,28,1,0,12,27,1,12,28,18,13
8/03/2023,2368,False,2023-08-03 21:25:00,18,14,21,26,9,11,25,26,34,1,4,6,1,0,48,7,1,9,21,0,10,57,14,14
8/03/2023,2368,False,2023-08-03 21:30:00,9,11,27,42,2,18,14,22,19,6,3,6,0,0,29,2,0,12,26,0,15,31,13,11
8/03/2023,2368,False,2023-08-03 21:35:00,12,17,28,33,1,47,11,20,14,2,2,6,0,0,64,2,0,13,28,0,9,89,15,16
8/03/2023,2368,False,2023-08-03 21:40:00,13,14,20,36,2,23,17,25,14,5,2,6,0,0,59,5,0,13,19,0,33,95,12,19
8/03/2023,2368,False,2023-08-03 21:45:00,9,10,23,29,5,49,16,23,7,6,4,6,0,0,44,0,0,11,19,0,38,71,17,11
8/03/2023,2368,False,2023-08-03 21:50:00,9,16,26,26,2,11,8,13,13,6,2,3,0,0,38,0,0,9,23,0,35,59,11,5
8/03/2023,2368,False,2023-08-03 21:55:00,9,15,20,26,6,18,13,23,9,2,3,5,0,0,56,1,1,16,27,0,11,94,9,10
8/03/2023,2368,False,2023-08-03 22:00:00,4,17,16,22,5,17,11,18,13,2,3,1,0,0,39,3,0,12,25,0,8,47,7,10
8/03/2023,2368,False,2023-08-03 22:05:00,5,12,29,22,2,36,5,11,10,3,3,1,2,0,22,3,1,11,17,0,5,33,12,4
8/03/2023,2368,False,2023-08-03 22:10:00,8,9,29,24,2,33,10,14,13,3,3,2,0,0,37,7,0,9,25,0,6,49,19,7
8/03/2023,2368,False,2023-08-03 22:15:00,6,11,19,19,3,6,7,18,11,1,2,6,1,0,42,3,0,12,18,0,4,38,23,14
8/03/2023,2368,False,2023-08-03 22:20:00,7,9,16,23,3,7,9,20,10,3,0,5,0,0,32,1,0,10,18,0,11,36,18,12
8/03/2023,2368,False,2023-08-03 22:25:00,7,8,15,13,6,5,7,11,11,2,0,4,0,0,60,0,2,11,23,0,10,65,27,22
8/03/2023,2368,False,2023-08-03 22:30:00,2,7,16,17,4,5,10,7,10,5,1,3,1,0,43,1,0,11,19,0,6,42,20,21
8/03/2023,2368,False,2023-08-03 22:35:00,7,8,23,32,3,6,6,16,13,4,1,1,0,0,71,2,0,5,15,0,14,73,24,31
8/03/2023,2368,False,2023-08-03 22:40:00,5,11,14,21,5,3,12,13,15,2,7,3,0,0,72,5,1,13,25,0,19,98,22,8
8/03/2023,2368,False,2023-08-03 22:45:00,6,10,17,28,2,5,7,18,12,3,4,2,0,0,59,9,1,17,18,0,31,86,28,10
8/03/2023,2368,False,2023-08-03 22:50:00,6,4,18,37,4,10,8,9,13,14,1,4,0,0,90,2,0,6,10,0,6,139,19,9
8/03/2023,2368,False,2023-08-03 22:55:00,4,4,22,28,3,14,6,7,23,15,4,2,1,0,86,8,0,12,14,0,8,95,30,14
8/03/2023,2368,False,2023-08-03 23:00:00,4,4,18,15,3,6,6,11,11,3,4,2,0,0,38,1,0,10,21,0,11,33,17,9
8/03/2023,2368,False,2023-08-03 23:05:00,9,5,15,15,1,2,6,7,6,4,1,6,0,0,33,1,4,8,16,0,4,38,12,5
8/03/2023,2368,False,2023-08-03 23:10:00,4,2,11,18,5,2,6,9,6,3,3,1,2,0,33,2,0,3,10,0,9,40,15,11
8/03/2023,2368,False,2023-08-03 23:15:00,2,3,23,19,0,7,5,9,12,10,2,0,0,0,28,0,0,6,9,0,0,28,16,7
8/03/2023,2368,False,2023-08-03 23:20:00,5,1,18,18,0,3,6,15,10,9,0,2,0,0,38,3,0,2,11,0,6,36,11,16
8/03/2023,2368,False,2023-08-03 23:25:00,8,1,13,17,0,9,7,11,9,8,5,3,0,0,22,1,0,13,12,0,8,16,9,11
8/03/2023,2368,False,2023-08-03 23:30:00,7,4,11,7,4,12,5,9,7,0,4,1,1,0,21,4,0,10,11,0,4,17,14,12
8/03/2023,2368,False,2023-08-03 23:35:00,6,3,16,8,8,22,5,12,5,2,4,2,3,0,37,2,1,6,13,0,18,38,27,8
8/03/2023,2368,False,2023-08-03 23:40:00,7,4,8,9,8,19,4,10,10,3,4,1,3,0,50,2,4,4,12,0,23,62,10,10
8/03/2023,2368,False,2023-08-03 23:45:00,5,4,13,7,2,13,2,7,5,3,2,0,1,0,64,0,2,1,10,0,3,86,15,6
8/03/2023,2368,False,2023-08-03 23:50:00,4,0,8,8,6,12,3,9,9,2,5,2,4,0,50,0,0,5,11,0,6,69,13,14
8/03/2023,2368,False,2023-08-03 23:55:00,3,3,4,9,4,20,2,6,4,4,1,0,2,0,72,1,0,5,11,0,1,75,21,11
